wk_subject_id,kanji,primary_meaning,other_meanings,onyomi,kunyomi,nanori,radical_subject_ids,radical_characters,radical_meanings,visually_similar_subject_ids,visually_similar_kanji,meaning_mnemonic,reading_mnemonic,url,wk_level,srs_stage,StrokeImg,extra_reading_mnemonic
2120,偉,Greatness,"Great, Remarkable",い,えら,,"75, 294","ｲ, 韋","Leader, Korea",1220,違,"The <radical>leader</radical> of <radical>Korea</radical> is destined for <kanji>greatness</kanji>. I mean, they're the leader of Korea already, right? So they have to have a decent chunk of greatness in them already to get that far.","The <kanji>greatness</kanji> radiates off of the leader of Korea, so much so that you can hardly look. Just when you're about to close your eyes to shield them from the greatness, a great <reading>ea</reading>gle (い) soars over them, letting out a cry.

Picture the greatness of the scene before you: the leader of Korea, a great eagle overhead, it's so great!!",https://www.wanikani.com/kanji/%E5%81%89,51,,"<img src=""jisho_strokes_05049.png"">",偉い (えらい) - The only thing a <vocabulary>great</vocabulary> person doesn't do is make <reading>error</reading>s (えら). That's what makes them so great. They can always sense when an error is about to happen and they correct it before it even has a chance!
466,又,Again,,,また,,30,又,Stool,,,"You're sitting on your <radical>stool</radical> <kanji>again</kanji>!!?

Imagine your super comfy, state-of-the-art stool. You take it everywhere with you, and you're always sitting on it. Again, and again, and <kanji>again</kanji>. You love that stool.","Your friends are starting to worry about you, because you're always sitting on that stool. ""What is the <reading>matter</reading> (また) with you?"" they scream! You might want to imagine that all your friends have Jamaican or British accents to make this one fit a bit better!",https://www.wanikani.com/kanji/%E5%8F%88,51,,"<img src=""jisho_strokes_053C8.png"">",
2122,召,Call,Eat,しょう,め,,331,召,Call,,,"The <radical>call</radical> radical and the <kanji>call</kanji> kanji are the same. This kanji can also mean <kanji>eat</kanji>, because why would you call someone if not to ask them to eat with you?!

(If you have a sword in your mouth you need to call upon someone to help! That thing should not be in there. Call someone over right now! Go ahead, call them! Let’s hope they can get that sword out of your mouth.)","You are <kanji>call</kanji>ed to come <kanji>eat</kanji> by the <reading>Shou</reading>gun (しょう). He's been really impressed with you lately and he wants to chat over drinks, he says on the phone.",https://www.wanikani.com/kanji/%E5%8F%AC,51,,"<img src=""jisho_strokes_053EC.png"">","召す (めす) - The kanji itself means <kanji>call</kanji>, so the verb version is <vocabulary>to call</vocabulary>, as in calling someone over. If a noble decides <vocabulary>to call</vocabulary> you over, don’t look them in the <reading>目</reading> (め). That's super rude! To show respect when you're called, turn away your 目.

召す is an honorific verb, so it's used to talk about the actions of social higher-ups. 召す suggests the image of a superior who summons someone or something to themselves, hence the main meaning to call. But it can also be a polite way to say <vocabulary>to take</vocabulary>, like when they take a meal or a drink, and <vocabulary>to wear</vocabulary> when talking about their clothes."
2142,喚,Scream,Yell,かん,わめ,,"16, 14, 28, 18","口, 勹, 儿, 大","Mouth, Prison, Legs, Big",1624,換,"What would your <radical>mouth</radical> do if you got caught in a <radical>prison</radical> for <radical>legs</radical> that are too <radical>big</radical>? The mouth would also get real big and the mouth would <kanji>scream</kanji>.

Picture a prison for legs. It's like a trap that your legs can never escape, basically. And it's pretty scary, so imagine your mouth opening big and wide and letting out a scream.",You <kanji>scream</kanji> and scream and scream until a door bursts open. It's Genghis <reading>Khan</reading> (かん) and he looks mad. Apparently your screaming is bothering him and you should not scream or else he's gonna give you a bigger reason to scream.,https://www.wanikani.com/kanji/%E5%96%9A,51,,"<img src=""jisho_strokes_0559A.png"">","喚く (わめく) - The kanji itself means <kanji>scream</kanji>, so the verb version is <vocabulary>to scream</vocabulary> or <vocabulary>to shout</vocabulary>. If you want <vocabulary>to shout</vocabulary> at someone you should pick a word that will really hit them. Give them a big <reading>whammy</reading> (わめ) to the face! Hey, that word works. Shout WHAMMY! 

Also, maybe Genghis Khan is going to give a big WHAMMY if you scream!"
2154,塚,Mound,,ちょう,つか,,"17, 76, 233","土, 冖, 豕","Dirt, Forehead, Pig",1935,稼,"The <radical>dirt</radical> on the <radical>forehead</radical> of a <radical>pig</radical> makes a small <kanji>mound</kanji>. Picture it, if you will. A pig is rooting through the dirt. It lifts its head and there is a mound of dirt right on its forehead.

A mound is an artificial hill of earth or stones.","The pig's forehead dirt <kanji>mound</kanji> keeps getting bigger until it's the size of <reading>two cars</reading> (つか)! This pig is big, but you didn't think one could balance a mound the size of two cars on its forehead and not fall over.",https://www.wanikani.com/kanji/%E5%A1%9A,51,,"<img src=""jisho_strokes_0585A.png"">",
2143,媛,Princess,Beautiful Woman,えん,ひめ,,"19, 286","女, 爰","Woman, Football","1700, 1182, 1508","緩, 援, 暖","Everyone knows that when a <radical>woman</radical> plays <radical>football</radical> she becomes a <kanji>princess</kanji>. Thats how princesses are made.

Picture the awesome princess, kicking butt and taking names, out on the football field.","Remember the word 姫? It means <kanji>princess</kanji> too. If you remember the <reading>ひめ</reading> from 姫, you'll be able to remember this one too.",https://www.wanikani.com/kanji/%E5%AA%9B,51,,"<img src=""jisho_strokes_05A9B.png"">",
2148,慈,Mercy,,じ,いつく,,"8767, 1, 87, 65","丷, 一, 幺, 心","Horns, Ground, Poop, Heart","1559, 1869","磁, 滋","Some (human-size) <radical>horns</radical> on the <radical>ground</radical> lets loose two <radical>poop</radical> and <radical>poop</radical> all over your <radical>heart</radical>. ""<kanji>Mercy</kanji>! Mercy!"" You cry, but the horns doesn't stop until there are two gross poops sitting on your heart. ""M-mercy..."" is the only thing you can think to say.","As you shout ""<kanji>Mercy</kanji>!"" one more time, suddenly <reading>Je</reading>sus (じ) appears out of no where and punches the horns into the stratosphere. Jesus snaps his fingers and the poop is gone and you're off the ground. Your heart is safe.

Imagine yourself saying mercy and seeing Jesus appearing just in time to save the day. The word ""mercy"" must be his bat signal. Jesus signal? Sure.",https://www.wanikani.com/kanji/%E6%85%88,51,,"<img src=""jisho_strokes_06148.png"">",
2123,挟,Put Between,"Get Between, Putting Between, Getting Between, Between, Hold Between","きょう, しょう",はさ,,"63, 146, 8767","扌, 夫, 丷","Fingers, Husband, Horns",1225,狭,"You run your <radical>fingers</radical> through your <radical>husband</radical>'s <radical>horns</radical>. His horns are what you love to <kanji>put between</kanji> your fingers.

This is one of the perks of having a horned demonic creature for a husband. You can put his horns between your fingers and get a really nice stretch on your finger joints.","Why are your husband's horns what you always love to <kanji>put between</kanji> your fingers? Because he's a <reading>ho</reading>t <reading>ser</reading>geant (はさ)!

Imagine having a strong, muscular sergeant with horns for a husband — so macho! With a husband like that, you'd be running your fingers through his sexy horns every chance you get. Sir, yes sir!",https://www.wanikani.com/kanji/%E6%8C%9F,51,,"<img src=""jisho_strokes_0631F.png"">",
2124,枯,Wither,,こ,か,,"23, 69","木, 古","Tree, Old",,,"When a <radical>tree</radical> grows <radical>old</radical>, it will <kanji>wither</kanji>. Old trees' roots and leaves grow inefficient, and they can't get enough nutrients. It's only natural for them to wither up a little bit.","This <kanji>wither</kanji>ed tree's best friend is a human <reading>子</reading> (こ). Imagine the child hugging the tree. It gave the 子 its shade, its sap, and eventually its body to build a house. What a generic giving tree.",https://www.wanikani.com/kanji/%E6%9E%AF,51,,"<img src=""jisho_strokes_067AF.png"">","枯れる (<vocabulary>To Wither</vocabulary>) vs. 枯らす (<vocabulary>To Let Wither</vocabulary>).

How do you get plants <vocabulary>to wither</vocabulary>? You hit them with your <reading>ca</reading>r (か). It isn't very good for your car either, but the plants will definitely die, so problem solved!

枯らす literally means <vocabulary>to let something dry up</vocabulary>, usually by neglect or lack of water (though too much water can also 枯らす plants). It's often used when someone accidentally lets plants die, but it can also describe intentionally killing plants with a herbicide. You'll also see it used figuratively, like 声を枯らす (to lose one's voice)."
2125,沸,Boil,,ふつ,わ,,"103, 284","氵, 弗","Tsunami, Dollar","588, 1030, 825, 2343","弟, 弓, 第, 弔",If a <radical>tsunami</radical> hits a <radical>dollar</radical> the water will instantly start to <kanji>boil</kanji>! You see someone throwing dollar bills into the tsunami and it starts to boil. Ahh!,"The <kanji>boil</kanji>ing water crashes onto the land and you realize your foot is in it! No, not one foot, both your <reading>foots</reading> (ふつ)! Ouch!",https://www.wanikani.com/kanji/%E6%B2%B8,51,,"<img src=""jisho_strokes_06CB8.png"">","沸く (<vocabulary>To Boil</vocabulary>) vs. 沸かす (<vocabulary>To Boil</vocabulary>).

The kanji itself means <kanji>boil</kanji>, so the verb version is <vocabulary>to boil</vocabulary>. It can also be used to mean <vocabulary>to get excited</vocabulary>, because you're boiling with that excitement. Why did the person try to boil the tsunami with dollar bills? Well, what do you want <vocabulary>to boil</vocabulary> for dinner tonight? <reading>Wa</reading>lrus (わ). Boiled walrus is a delicacy where you're from, and the only way to be able to eat its yummy walrus flesh is to boil it for a long time until it's soft. Mmm smells good."
2153,浦,Bay,,ほ,うら,,"103, 300","氵, 甫","Tsunami, Wedding","1261, 1265, 2252","補, 捕, 哺","If you want to have a <radical>tsunami</radical> at your <radical>wedding</radical>, you need to make sure you have it at the <kanji>bay</kanji>. Anywhere more inland, and the tsunami won't be able to attend (it needs water).

Picture the tsunami coming towards your beautiful wedding as you stand by the bay. It's not safe, but it's memorable!","How did you get a tsunami to show up in the <kanji>bay</kanji> in the first place? By throwing a bunch of <reading>ura</reading>nium (うら) in there, of course! Its highly unstable nature can make any body of water, especially a calm bay, turn violent.",https://www.wanikani.com/kanji/%E6%B5%A6,51,,"<img src=""jisho_strokes_06D66.png"">",
2147,渦,Whirlpool,,か,うず,,"103, 121","氵, 冋","Tsunami, Mustache","1158, 1605, 2427, 1825","過, 鍋, 禍, 滑","If you put two <radical>mustache</radical>s and <radical>mustache</radical>s on either side of a <radical>tsunami</radical>, the tsunami won't know which way to go and spin back and forth until it becomes a <kanji>whirlpool</kanji>. Mustaches are pretty gross, so I don't blame the tsunami for avoiding them.

Picture the tsunami spinning in a circle, trying not to hit the mustaches until it spins itself into a giant whirlpool.","The <kanji>whirlpool</kanji> is huge, and it starts pulling things into itself. Oh no, is that my <reading>ca</reading>r (か)? Hey, wait! Whirlpool give my car back! Whoa! The car is getting sucked into the whirlpool.",https://www.wanikani.com/kanji/%E6%B8%A6,51,,"<img src=""jisho_strokes_06E26.png"">","渦 (うず) - There are lots of <vocabulary>whirlpools</vocabulary> at the <reading>u</reading>ni <reading>zoo</reading> (うず). Unis really like being spun around in whirlpools, so when you go to the zoo to see them look out for the tank full of them!"
2126,濯,Wash,Washing,たく,"すす, ゆす, そそぐ",,"103, 105, 240","氵, ヨ, 隹","Tsunami, Wolverine, Turkey",,,"A <radical>tsunami</radical> is coming, so you ask two <radical>Wolverine</radical>s and <radical>Wolverine</radical>s to help you take your <radical>turkey</radical> out for a <kanji>wash</kanji>. Despite the obvious dangers, a giant wave is the only thing that'll wash a giant turkey, so you have no choice.

Imagine how big and heavy this turkey must be. It's so huge so you need the strength of two Wolverines and the magnitude of a whole tsunami to move it around and wash it.","To make sure your turkey won't get carried away by the tsunami while you <kanji>wash</kanji> it, you pin it down with a giant <reading>tack</reading> (たく). If you're washing a giant turkey inside a giant wave, only a special giant tack will guarantee it doesn't get washed away into the sea.",https://www.wanikani.com/kanji/%E6%BF%AF,51,,"<img src=""jisho_strokes_06FEF.png"">",
2127,燥,Dry Up,"Parch, Dehydrate, Dehydration, Dry",そう,はしゃ,,"46, 8830","火, 喿","Fire, Syrup","1525, 1678","操, 繰","There's a <radical>fire</radical> next to which you left some <radical>syrup</radical>, and it has all <kanji>dried up</kanji>! Put any liquid substance near fire and it will dry up actually, but syrup especially. It goes from being sticky and gooey and yummy to a pile of hard, dry sugar. Not so yummy.

Imagine pouring some syrup next to a fire and watching it dry up. Watch as the sides slowly bubble and harden and lose the gloopyness what makes syrup so good in the first place.","If you <kanji>dry up</kanji> syrup like this, you're removing its <reading>sou</reading>l (そう). Have you ever seen dry syrup before? No soul in that. In fact, you probably have no soul if you can dry out syrup like this without feeling bad about it.

Go back to imagining a fire drying up some syrup and watch as a tiny little syrup soul cries and is released into the air. Oh no!",https://www.wanikani.com/kanji/%E7%87%A5,51,,"<img src=""jisho_strokes_071E5.png"">",
2128,瓶,Bottle,Jar,びん,かめ,,"8767, 171, 307, 3, 1","丷, 开, 万, 丶, 一","Horns, Lantern, Ten Thousand, Drop, Ground",,,"You see <radical>horns</radical> on a <radical>lantern</radical> that can hold <radical>ten thousand</radical> <radical>drops</radical> of water sitting on the <radical>ground</radical>. You get closer and realize it's not a lantern, it's actually a <kanji>bottle</kanji>. The horns are like a weird handle, but it's definitely a bottle filled with water.

Picture this horned bottle sitting on the ground. It's the weirdest looking bottle you've ever seen.","Even though you're not the one who left this <kanji>bottle</kanji> here, you decide to do the right thing and throw it in the trash <reading>bin</reading> (びん). It's not right to leave a bottle just sitting on the ground, you know.",https://www.wanikani.com/kanji/%E7%93%B6,51,,"<img src=""jisho_strokes_074F6.png"">",
2129,耕,Plow,Plough,こう,たがや,,"388, 246","耒, 井","Plow, Well",,,You have a <radical>plow</radical> and a (water) <radical>well</radical>. These are the two things you need in order to <kanji>plow</kanji>.,"<kanji>Plow</kanji>ing all the fields are <reading>こう</reading>いちs. Not Emperor こういち. These are the こういち clones the government made, and now they're being put to use. Thousands and thousands of こういちs, set free unto the world to do all our plowing work.",https://www.wanikani.com/kanji/%E8%80%95,51,,"<img src=""jisho_strokes_08015.png"">","耕す (たがやす) - The kanji itself means <kanji>plow</kanji>, so the verb version is <vocabulary>to plow</vocabulary> or <vocabulary>to till</vocabulary>. You need <vocabulary>to till</vocabulary> your land because こういち wants to have a <reading>tige</reading>r <reading>ya</reading>rd (たがや). That's either when you have a yard full of live tigers, or you plant bushes and shape them into tigers. I hope it's the second kind of tiger yard. Either way, you have to plow the land to get it ready."
2152,聡,Wise,,そう,"さと, みみざと",,"88, 237, 65","耳, 公, 心","Ear, Public, Heart",1660,聴,"If you have an <radical>ear</radical> for the <radical>public</radical>'s <radical>heart</radical>, you must be very <kanji>wise</kanji>. You can understand everything the people want, and you know how to give it to them because you listen to their hearts so well. Open your ears. Feel all of the wise things fill you.","All of these <kanji>wise</kanji> things are stored in your <reading>sou</reading>l (そう), not your brain. That's where all of these kinds of intuitive feelings live.",https://www.wanikani.com/kanji/%E8%81%A1,51,,"<img src=""jisho_strokes_08061.png"">","聡い (さとい) - What did you do to get so <vocabulary>smart</vocabulary>? You <reading>sat</reading> (さと) in class all day. You didn't even get up after class was over. You planted your butt down and sat in your desk until class started again the next morning. You absorb knowledge through your behind, so as long as you sat down all day, you sucked up all the knowledge in the world!"
2141,肪,Fat,,ぼう,,,"43, 66","月, 方","Moon, Direction","830, 1210, 1096, 1329, 1159, 816, 2332, 2412, 791, 1117","族, 施, 妨, 訪, 坊, 旅, 旋, 紡, 放, 防","When the <radical>moon</radical> faces the right <radical>direction</radical>, the <kanji>fat</kanji> in the bodies of people and animals all gets drawn to the surface and we all look weirdly greasy for a little while. You probably knew that the moon exerts a pull on water, but I bet you didn't know it exerted a pull on fat too!

Picture the moon turning to face a different direction. Feel all the fat in your body start to get extracted up through your pores, creating this slick, greasy sheen all over your skin. Let's hope this phase of the lunar cycle ends quickly.","As long as you're covered in <kanji>fat</kanji>, you might as well go <reading>bow</reading>ling (ぼう). Imagine how smoothly that bowling ball's going to roll after you slather it with some of this fat!

Feel how slippery the bowling ball gets as you smear it with fat. Now close your eyes and imagine pins toppling in every direction as your fat-slathered ball careens into them!",https://www.wanikani.com/kanji/%E8%82%AA,51,,"<img src=""jisho_strokes_080AA.png"">",
2130,肯,Agreement,Consent,こう,がえんじ,,"44, 43","止, 月","Stop, Moon","795, 1440","育, 背","We must <radical>stop</radical> the <radical>moon</radical>. That, at least, we can come to an <kanji>agreement</kanji> on. There are a group of people pointing at pictures of the moon coming closer to earth. They are the world's leaders, and although they don't get along normally, this new attack from the moon has united them in agreement: we must stop the moon.","The world has united against the moon. ""We have <kanji>agreement</kanji>,"" the world's leaders all say. ""We will work together to stop the moon, and we have <kanji>agreement</kanji> on who we will follow, Emperor <reading>こう</reading>いち.",https://www.wanikani.com/kanji/%E8%82%AF,51,,"<img src=""jisho_strokes_080AF.png"">","肯く (うなずく) (うなづく) - If you want to show your <kanji>agreement</kanji> with someone you need <vocabulary>to nod</vocabulary> at them so they know. After the world agreement to stop the moon, you seem <vocabulary>to nod</vocabulary> your head a lot. This is because you want to go to the <reading>una</reading>gi <reading>zoo</reading> (うなず). Unagi zoos are really rare and hard to get into. So while you're there, keep nodding to everyone because you're so honored to be there!

肯く also has two readings. うなずく is the standard, but うなづく is more and more acceptable these days too. Luckily they sound pretty similar (if not the same), so they should be easy to remember!"
2131,脂,Fat,Grease,し,あぶら,,"43, 57, 22","月, 匕, 日","Moon, Spoon, Sun",,,"You ate the <radical>moon</radical> with a <radical>spoon</radical>, and then the <radical>sun</radical> too, but man were they high in <kanji>fat</kanji>! In fact, you wanted to eat them with chopsticks, but they were so greasy with fat that the spoon was your only option.

Not only did you eat two really important celestial bodies, but their high fat content made them way less healthy than you expected.","Unbeknownst to you, the moon and sun contained as much <kanji>fat</kanji> as an entire adult <reading>shee</reading>p (し)! Why didn't you check the nutrition facts first???

If you had known you were going to get a whole sheep's worth of fat, you would have just eaten a big platter of mutton chops instead of dooming the entire solar system by eating the moon and sun.",https://www.wanikani.com/kanji/%E8%84%82,51,,"<img src=""jisho_strokes_08102.png"">","脂身 (あぶらみ) - The <kanji>fat</kanji> on an animal's <kanji>body</kanji> is called <vocabulary>fatty meat</vocabulary>. Some people really like to eat it and others really like to hate it. Mmm, all that <vocabulary>fatty meat</vocabulary>. Think about fatty meat on your own body. If you have a lot of fatty meat, then you need a way to support said fatty meat. To do that, you would use <reading>a bra</reading> (あぶら)."
2132,膚,Skin,,ふ,はだ,,"254, 432","虍, 胃","Tiger, Stomach","1690, 2278","慮, 虜","If you look in a <radical>tiger</radical>'s <radical>stomach</radical> you'll find a bunch of <kanji>skin</kanji>. It's really gross but what else did you think you'd find? Everyone knows tigers can't digest the skin of the things it eats.

Imagine yourself opening a tigers mouth and looking all the way down into its stomach and seeing a bunch of skin. Eww.","The only person who would try to take <kanji>skin</kanji> from a tiger's stomach is a <reading>foo</reading>l (ふ). You'll probably get your head bitten off looking for skin that way.

Imagine a fool trying to pull skin out of a tiger's stomach. You can imagine them getting their skin added to the pile too if you want.",https://www.wanikani.com/kanji/%E8%86%9A,51,,"<img src=""jisho_strokes_0819A.png"">",
2146,苗,Seedling,Sapling,"みょう, びょう","なえ, なわ",,"90, 51","艹, 田","Flowers, Rice Paddy","1696, 959","描, 猫","<radical>Flowers</radical> that grow in a <radical>rice paddy</radical> only live to be <kanji>seedling</kanji>s. Once they sprout, they're plucked away to make room for more rice. Poor little seedlings.","The <kanji>seedling</kanji>s try their best to blend in by referring to themselves as <reading>myou</reading> (みょう), you know, me and you combined. That's myou.

Listen to the little seedlings say myou over and over. Too bad the farmers can tell they aren't rice plants.",https://www.wanikani.com/kanji/%E8%8B%97,51,,"<img src=""jisho_strokes_082D7.png"">",苗 (なえ) - The best time to plant <vocabulary>seedling</vocabulary>s is at <reading>nigh</reading>t (なえ). If you plant them at night they'll sleep through the whole transplanting process and they'll wake up happy and ready to grow.
2150,蓮,Lotus,Sacred Lotus,れん,"はす, はちす",,"90, 93, 114","艹, 車, ⻌","Flowers, Car, Scooter",,,You put <radical>flowers</radical> on your <radical>car</radical> and your <radical>scooter</radical>. The flowers you put on them are <kanji>lotus</kanji> flowers.,"You're putting a <kanji>lotus</kanji> on both your scooter and car because they are <reading>ren</reading>tals (れん). You always put a lotus on top of your rental cars and scooters. It just makes those boring, ugly rental cars and scooters so much prettier!",https://www.wanikani.com/kanji/%E8%93%AE,51,,"<img src=""jisho_strokes_084EE.png"">","蓮 (はす) - A <kanji>lotus</kanji> is, well, a <vocabulary>lotus</vocabulary>. In Buddhist scripture, though, it's often a <vocabulary>sacred lotus</vocabulary>. If you spot one growing in a random pond somewhere, it's probably the former, but if it looks all ethereal and there's a Buddha sitting on it, it's probably the latter, so use your judgment!  Whenever you see a <vocabulary>lotus</vocabulary>, you call your trusty pet <reading>hus</reading>ky (はす). Lotuses grow out in the middle of ponds, but you've trained your husky to swim out and get them. Picture your husky swimming back with a lotus in its mouth, panting happily: ""hus, hus, hus!"" Your husky is just the goodest boy."
2149,襟,Collar,,きん,えり,,"9392, 23, 207","衤, 木, 示","Outfit, Tree, Jackhammer",1054,禁,"What <radical>outfit</radical> do you wear when cutting down <radical>tree</radical>s and <radical>tree</radical>s with a <radical>jackhammer</radical>? A <kanji>collar</kanji>. Yup, just a collar… plus some shirt cuffs and slacks, of course. You know, the classic Chippendales look? 

This collar is what you always wear when you do your ""hot lumberjack"" act. If you were seriously trying to cut down trees, you wouldn't be using a jackhammer, after all.","Your <kanji>collar</kanji> has ""<reading>Eri</reading>c"" (えり) emblazoned on it in cursive letters, because this is the stage name you use when you do your lumberjack act. Eric's not your real name, of course — you just think it sounds hunky and looks good on a collar.

Imagine standing there in your collar, jackhammering trees as all your swooning fans scream ""Eric! Eriiiic! We love you!"" from the audience.",https://www.wanikani.com/kanji/%E8%A5%9F,51,,"<img src=""jisho_strokes_0895F.png"">",
2144,貞,Chastity,,てい,さだ,,"10, 94","ト, 貝","Toe, Shellfish","2268, 1928","悼, 卓","You try to put your <radical>toe</radical> inside a <radical>shellfish</radical>, but it just won't open. That's because this shellfish has sworn an oath of <kanji>chastity</kanji>. ""No, I won't open up until I meet the toe I will marry,"" it says to you.","""<kanji>Chastity</kanji> is really important to me,"" the shellfish says. ""But, maybe if you give me a <reading>ta</reading>ter (てい) tot, I'll change my mind.""

You give the shellfish a tater tot, and it breaks its vow of chastity, opening up for your toe. You look the other way, but you can hear the sounds of passion below. Whoa.",https://www.wanikani.com/kanji/%E8%B2%9E,51,,"<img src=""jisho_strokes_08C9E.png"">",
2134,軟,Soft,,なん,やわ,,"93, 142","車, 欠","Car, Lack",1980,欺,"A <radical>car</radical> that's <radical>lack</radical>ing is really <kanji>soft</kanji>. Cars need to be hard so that things like bugs and other cars wont hurt the people inside when you hit them. But if your car is lacking the hardness it needs, you'll have a really soft, useless car.","This car is probably so <kanji>soft</kanji> because it's made entirely of <reading>naan</reading> (なん). Naan may be delicious, but it makes a really crappy car. No wonder it was so soft (and yummy).

Picture trying to drive this soft naan car. It probably just sinks into the ground and then gets eaten by wild animals (and me).",https://www.wanikani.com/kanji/%E8%BB%9F,51,,"<img src=""jisho_strokes_08EDF.png"">","軟らかい (やわらかい) - While 柔らかい describes a pleasant, gentle softness or graceful flexibility, 軟らかい refers to <vocabulary>soft</vocabulary>ness or pliability as an objective physical property. So, for example, 柔らかいお肉 is the delicious, tender steak you have at a fancy restaurant, while 軟らかいお肉 simply describes the only kind of meat your toothless granny can eat. Likewise, a graceful gymnast or ballerina has a 柔らかい体, while your friend who can fit himself inside a suitcase — well, he has an objectively 軟らかい体. Since this is an alternate version of 柔らかい (<reading>やわらかい</reading>), it has the same reading too. If you remember that, you can remember this word's reading."
2138,邸,Residence,,てい,やしき,,"147, 1, 176","氏, 一, 阝","Clan, Ground, Building","1655, 783, 1020, 663","抵, 低, 底, 紙","Your <radical>clan</radical> is on the <radical>ground</radical> next to a <radical>building</radical>, which is your new <kanji>residence</kanji>. You're all together in your new home!","Your new <kanji>residence</kanji> is complete! You step closer and the smell of <reading>ta</reading>ter (てい) tots hits your nose. Someone is making you tater tots in your new residence. Wait, no they aren't. Your residence is MADE of tater tots! Yum! 

Now that you live in a tater tot residence, whenever you're hungry, you just lean over to the wall and munch.",https://www.wanikani.com/kanji/%E9%82%B8,51,,"<img src=""jisho_strokes_090B8.png"">",
2135,郊,Suburbs,,こう,,,"302, 176","交, 阝","Mix, Building","1267, 1287, 1275, 658","効, 較, 絞, 校","If you <radical>mix</radical> a bunch of <radical>building</radical>s together, you have yourself a <kanji>suburb</kanji>. Isn't that all a suburb is? Just a mix of a variety of buildings in one area?","""<kanji>Suburb</kanji>s are what we need!"" says Emperor <reading>こう</reading>いち. ""That suburb life will encourage more people to study kanji,"" Emperor こういち continues.",https://www.wanikani.com/kanji/%E9%83%8A,51,,"<img src=""jisho_strokes_090CA.png"">",
2139,郡,County,District,ぐん,こおり,,"373, 176","君, 阝","Buddy, Building",1708,邦,"The <radical>buddy</radical> <radical>building</radical> is in your <kanji>county</kanji>. It is in your county, so you're able to hang out a lot with your buddy building.","Your <kanji>county</kanji> is everything you can reach when shooting a <reading>gun</reading> (ぐん). If the bullet can reach a building you know, it's a buddy building in your county.",https://www.wanikani.com/kanji/%E9%83%A1,51,,"<img src=""jisho_strokes_090E1.png"">",
2140,釈,Explanation,,"しゃく, せき","す, とく, ゆる",,"164, 215","釆, 尺","Sickle, Shrimp",,,If you use a <radical>sickle</radical> to kill a <radical>shrimp</radical> you'll need a really good <kanji>explanation</kanji> for yourself. What did that shrimp do to you? Why use a sickle? Well? What's your explanation?,"In your <kanji>explanation</kanji> you blame everything on <reading>Shaq</reading> (しゃく). He told you to do it! It's all Shaq's fault, you explain. This is payback for Shaq dunking on you during a basketball scrimmage.",https://www.wanikani.com/kanji/%E9%87%88,51,,"<img src=""jisho_strokes_091C8.png"">",
2136,隅,Corner,,ぐう,すみ,,"176, 410","阝, 禺","Building, Splinter","2176, 2109","遇, 偶","So my <radical>building</radical> has a big <radical>splinter</radical>, right in the <kanji>corner</kanji>. So what?

Imagine a huge splinter coming out of the corner of the building. It's in a really dangerous spot, but the owner doesn't seem so worried about it.","That <kanji>corner</kanji> is dangerous, but what are you going to do, <reading>sue me</reading> (すみ)? Actually, please don't sue me. I'll fix the splinter coming out of the corner of my building.",https://www.wanikani.com/kanji/%E9%9A%85,51,,"<img src=""jisho_strokes_09685.png"">",
2137,隻,Ship Counter,"Counter For Ships, Ships, Counter For Vessels, Vessel Counter, Vessels, Fleets, Fleet Counter, Counter For Fleets, Number Of Ships, Number Of Vessels, Number Of Fleets",せき,,,"240, 30","隹, 又","Turkey, Stool",754,集,"A <radical>turkey</radical> sitting on a <radical>stool</radical> is something every ship has in its crow's nest. That's why the universal <kanji>ship counter</kanji> is a turkey on a stool. Not a crow.

Picture yourself counting ships by pointing your finger from one turkey propped up on a stool to the next. You'll be the best ship counter in the world at this rate!","Once you become the best <kanji>ship counter</kanji> in the world everyone will think you are super <reading>sexy</reading> (せき)! Nothing is sexier than being able to count, and counting ships is the sexiest thing you can count.",https://www.wanikani.com/kanji/%E9%9A%BB,51,,"<img src=""jisho_strokes_096BB.png"">",
2121,頂,Summit,Humbly,ちょう,"いただき, いただ",,"27, 184","丁, 頁","Street, Geoduck",1740,項,"Take the <radical>street</radical> all the way to that <radical>geoduck</radical>, way up there. When you reach it, you will have made it to the <kanji>summit</kanji>. You <kanji>humbly</kanji> present the road to the geoduck and bow before it.

There is a giant geoduck at the summit of the mountain, and the street will lead you right there. Imagine the grueling climb up the mountain to the summit. Feel it in your legs, and keep looking at that tall, tall geoduck. Now imagine kneeling those same aching legs humbly to the street below the geoduck.","You are at the top, the <kanji>summit</kanji> of everything! You <kanji>humbly</kanji> survey your surroundings from the top of the geoduck, only to see someone on the street, running toward you. It is Mrs. <reading>Chou</reading> (ちょう), and she looks angry.

Anytime you use the street, you're in Mrs. Chou's territory. Remember, wherever there's a street (radical), Mrs. Chou is not far behind.",https://www.wanikani.com/kanji/%E9%A0%82,51,,"<img src=""jisho_strokes_09802.png"">","頂く (いただく) - If you <kanji>humbly</kanji> do something you are going <vocabulary>to humbly receive</vocabulary>, <vocabulary>to humbly accept</vocabulary>, or eat or drink it. Basically you're humbly doing a lot of things. And you can use this word for all of them! You technically already know this reading! You know how people say いただきます? Well that's the same as this! You're humbly receiving your meal. So <vocabulary>to humbly receive</vocabulary> is <reading>いただ</reading>く!"
